category,file,distance_cm,angle_deg,meas_idx,mic,band_center_hz,best_wavelet,best_kappa_decomposition_level,min_kappa_target,min_kappa_satisfied,best_effective_level,best_mu_sc,bp_cfg_id,bp_method,iir_order,bw_hz,preprocess_mode,top1_wavelet,top1_mu_sc,top2_wavelet,top2_mu_sc,top3_wavelet,top3_mu_sc,top4_wavelet,top4_mu_sc,top5_wavelet,top5_mu_sc
Box,100cm_-10Grad.pickle,100.0,-10.0,60,Mic2,,db6,6,4,True,10,0.06538197345068178,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06538197345068178,sym2,0.048128194324491363,db2,0.04812819432443223,bior2.2,0.038124166198772645,db4,0.03636335928484101
Box,100cm_-10Grad.pickle,100.0,-10.0,61,Mic2,,db6,6,4,True,10,0.06721132310342054,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06721132310342054,sym2,0.048040587611869814,db2,0.04804058761181098,bior2.2,0.03806360782228244,db4,0.03635717222856072
Box,100cm_-10Grad.pickle,100.0,-10.0,62,Mic2,,db6,6,4,True,10,0.06692913915492892,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,coif5,0.19676446322093272,db6,0.06692913915492892,rbio2.8,0.052807310929560224,sym2,0.047981334054006675,db2,0.04798133405394784
Box,100cm_-10Grad.pickle,100.0,-10.0,63,Mic2,,db6,6,4,True,10,0.0673903443560118,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.0673903443560118,sym2,0.04833830739984328,db2,0.04833830739978378,bior2.2,0.038164637706317936,db4,0.03651398564450507
Box,100cm_-10Grad.pickle,100.0,-10.0,64,Mic2,,db6,6,4,True,10,0.06487708973850916,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06487708973850916,sym2,0.04819941861905609,db2,0.04819941861899677,bior2.2,0.038180200737666176,db4,0.03645912428910781
Box,100cm_-10Grad.pickle,100.0,-10.0,65,Mic2,,db6,6,4,True,10,0.0674471970489634,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.0674471970489634,sym2,0.04816855123170649,db2,0.04816855123164725,bior2.2,0.038119410801917684,db4,0.03642237460445176
Box,100cm_-10Grad.pickle,100.0,-10.0,66,Mic2,,db6,6,4,True,10,0.0666737500785428,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.0666737500785428,sym2,0.048155264455749525,db2,0.04815526445569064,bior2.2,0.038116878870156815,db4,0.03641865972703392
Box,100cm_-10Grad.pickle,100.0,-10.0,67,Mic2,,db6,6,4,True,10,0.0674668461363834,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,rbio2.8,0.09847342852586694,db6,0.0674668461363834,sym2,0.04821171260311914,db2,0.048211712603059606,bior2.2,0.038142284950522146
Box,100cm_-10Grad.pickle,100.0,-10.0,68,Mic2,,db6,6,4,True,10,0.06598107314559902,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06598107314559902,sym2,0.048094414774572276,db2,0.04809441477451303,bior2.2,0.03808392654030749,db4,0.03631697556859864
Box,100cm_-10Grad.pickle,100.0,-10.0,69,Mic2,,db6,6,4,True,10,0.06720935159564777,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06720935159564777,sym2,0.04810935026552368,db2,0.04810935026546465,bior2.2,0.03815465527063214,db4,0.03638934090372428
Box,100cm_-10Grad.pickle,100.0,-10.0,70,Mic2,,db6,6,4,True,10,0.06735131770701934,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06735131770701934,sym2,0.048290620910023035,db2,0.04829062090996385,bior2.2,0.038164815840932155,db4,0.03642289467765441
Box,100cm_-10Grad.pickle,100.0,-10.0,71,Mic2,,db6,6,4,True,10,0.0674123184242062,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.0674123184242062,sym2,0.04816695816382322,db2,0.04816695816376443,bior2.2,0.03819091104921979,db4,0.03638058819607149
Box,100cm_-10Grad.pickle,100.0,-10.0,72,Mic2,,db6,6,4,True,10,0.06561586593026794,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06561586593026794,sym2,0.04813851654163444,db2,0.048138516541575596,bior2.2,0.03805281044846702,db4,0.036436993632816064
Box,100cm_-10Grad.pickle,100.0,-10.0,73,Mic2,,db6,6,4,True,10,0.06740529991818542,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,coif5,0.20310570478518492,rbio2.8,0.10149824126452149,db6,0.06740529991818542,sym2,0.04813583084357175,db2,0.04813583084351307
Box,100cm_-10Grad.pickle,100.0,-10.0,74,Mic2,,db6,6,4,True,10,0.06675330718329524,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06675330718329524,sym2,0.048156984715001995,db2,0.04815698471494291,bior2.2,0.038076263444808044,db4,0.03642231238107996
Box,100cm_-10Grad.pickle,100.0,-10.0,75,Mic2,,db6,6,4,True,10,0.06550328027612451,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06550328027612451,sym2,0.04818886986067632,db2,0.04818886986061738,bior2.2,0.03820457819869557,db4,0.036433556597774114
Box,100cm_-10Grad.pickle,100.0,-10.0,76,Mic2,,db6,6,4,True,10,0.06745070611404111,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,coif5,0.20769968902210198,db6,0.06745070611404111,rbio2.8,0.06613748125672804,sym2,0.04815408754870011,db2,0.048154087548641485
Box,100cm_-10Grad.pickle,100.0,-10.0,77,Mic2,,db6,6,4,True,10,0.06488265860953403,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06488265860953403,sym2,0.04803718020831091,db2,0.04803718020825243,bior2.2,0.03810865885659948,db4,0.036368069618311974
