object,distance_cm,angle_deg,mic,trial,filename,band_center_hz,roi_start,roi_end,roi_length,snr_db_preprocessed,snr_db_denoised,snr_improvement_db,reference_roi_noise_power_mean_pre,reference_roi_noise_power_mean_denoised,denoised_roi_power_mean,denoised_estimated_signal_power
Box,100,-10.0,Mic2,6,100cm_-10Grad.pickle,50000,11550,12180,630,21.417288394806597,16.650767742241165,-4.766520652565433,0.755561583780484,0.5916083103643819,27.95128998654044,27.35968167617606
Box,100,-10.0,Mic2,6,100cm_-10Grad.pickle,60000,11550,12180,630,25.103555479276007,21.22567710214848,-3.8778783771275265,0.1887282049019211,0.18434095632273084,24.62931308342818,24.444972127105448
Box,100,-10.0,Mic2,7,100cm_-10Grad.pickle,40000,11550,12180,630,15.933256918622492,16.05817470884705,0.12491779022455951,2.7446360583479934,1.8027881124058476,74.54092226954658,72.73813415714073
Box,100,-10.0,Mic2,7,100cm_-10Grad.pickle,50000,11550,12180,630,21.21909959058719,16.695861237476116,-4.523238353111076,0.755561583780484,0.5916083103643819,28.236849907875246,27.645241597510864
Box,100,-10.0,Mic2,7,100cm_-10Grad.pickle,60000,11550,12180,630,24.887581720847454,20.896428021638165,-3.9911536992092884,0.1887282049019211,0.18434095632273084,22.8445879003373,22.660246944014567
Box,100,-10.0,Mic2,8,100cm_-10Grad.pickle,40000,11550,12180,630,13.762765267165769,12.792772073858353,-0.9699931933074151,2.7446360583479934,1.8027881124058476,36.097084195320335,34.294296082914485
Box,100,-10.0,Mic2,8,100cm_-10Grad.pickle,50000,11550,12180,630,19.805181281495337,16.670374096016637,-3.1348071854786994,0.755561583780484,0.5916083103643819,28.075085313187728,27.483477002823346
Box,100,-10.0,Mic2,8,100cm_-10Grad.pickle,60000,11550,12180,630,24.139829630807824,20.504108745771788,-3.6357208850360365,0.1887282049019211,0.18434095632273084,20.887313719424228,20.702972763101496
Box,100,-10.0,Mic2,9,100cm_-10Grad.pickle,40000,11550,12180,630,15.018419212872375,14.810606699239262,-0.20781251363311348,2.7446360583479934,1.8027881124058476,56.379247238278936,54.576459125873086
Box,100,-10.0,Mic2,9,100cm_-10Grad.pickle,50000,11550,12180,630,20.582103267581378,16.664873693389314,-3.9172295741920635,0.755561583780484,0.5916083103643819,28.040299124048303,27.44869081368392
Box,100,-10.0,Mic2,9,100cm_-10Grad.pickle,60000,11550,12180,630,24.508864756136948,20.6132884157458,-3.8955763403911483,0.1887282049019211,0.18434095632273084,21.414374373282534,21.230033416959802
Box,100,-10.0,Mic2,10,100cm_-10Grad.pickle,40000,11550,12180,630,16.278062995864364,16.301944369637205,0.023881373772841386,2.7446360583479934,1.8027881124058476,78.7404745430215,76.93768643061566
Box,100,-10.0,Mic2,10,100cm_-10Grad.pickle,50000,11550,12180,630,21.66062867328243,17.49113696123383,-4.1694917120486,0.755561583780484,0.5916083103643819,33.792363477782786,33.20075516741841
Box,100,-10.0,Mic2,10,100cm_-10Grad.pickle,60000,11550,12180,630,25.393871791860786,21.222118635529593,-4.171753156331192,0.1887282049019211,0.18434095632273084,24.609291878076288,24.424950921753556
Box,100,-10.0,Mic2,11,100cm_-10Grad.pickle,40000,11550,12180,630,15.86791883570201,15.85548105118233,-0.012437784519679695,2.7446360583479934,1.8027881124058476,71.22409589252464,69.4213077801188
Box,100,-10.0,Mic2,11,100cm_-10Grad.pickle,50000,11550,12180,630,21.266790545697308,17.09041722977815,-4.176373315919157,0.755561583780484,0.5916083103643819,30.86603927345255,30.274430963088168
Box,100,-10.0,Mic2,11,100cm_-10Grad.pickle,60000,11550,12180,630,25.036022986780747,21.006499397945873,-4.0295235888348735,0.1887282049019211,0.18434095632273084,23.426248861452752,23.24190790513002
Box,100,-10.0,Mic2,12,100cm_-10Grad.pickle,40000,11550,12180,630,15.13118290094383,14.608637408943883,-0.5225454919999475,2.7446360583479934,1.8027881124058476,53.89927365719124,52.09648554478539
Box,100,-10.0,Mic2,12,100cm_-10Grad.pickle,50000,11550,12180,630,20.85627367793398,17.440747224046262,-3.4155264538877184,0.755561583780484,0.5916083103643819,33.409372367795754,32.817764057431376
Box,100,-10.0,Mic2,12,100cm_-10Grad.pickle,60000,11550,12180,630,24.89005634268195,20.792577164296226,-4.097479178385726,0.1887282049019211,0.18434095632273084,22.309151098962975,22.124810142640243
Box,100,-10.0,Mic2,13,100cm_-10Grad.pickle,40000,11550,12180,630,15.408872683341333,15.262069297713792,-0.1468033856275408,2.7446360583479934,1.8027881124058476,62.35801217804932,60.55522406564347
