object,distance_cm,angle_deg,band_center_hz,n_trials,snr_db_preprocessed_mean,snr_db_denoised_mean,snr_improvement_db_mean,snr_improvement_db_median,snr_improvement_db_std
Glas,100,-5.0,50000,100,25.02320110477677,17.14140100947508,-7.881800095301692,-7.900801714317222,0.1931323731237958
Glas,100,-5.0,60000,100,26.914651137043478,18.463010392750142,-8.451640744293341,-8.50446521731238,0.31090956124318964
Glas,100,0.0,40000,100,21.286989473006738,21.385146300716325,0.09815682770958628,0.09950162364614457,0.04105903535003897
Glas,100,0.0,50000,100,25.29372867484635,18.565208096023326,-6.728520578823024,-6.693121701132011,0.29614332250384034
Glas,100,0.0,60000,100,26.94748043633599,18.450833616575924,-8.49664681976007,-8.505351239400714,0.31320199131151466
Glas,100,5.0,40000,100,18.446895853514754,19.36887321720199,0.9219773636872364,0.9251883182471001,0.028462954694719725
Glas,100,5.0,50000,100,23.08176618982237,16.36893104142118,-6.7128351484011874,-6.72231153419472,0.13063887977182065
Glas,100,5.0,60000,100,25.5123430848109,19.28350729252835,-6.228835792282553,-6.184449928828274,0.2890053659792174
Glas,100,10.0,40000,100,11.556033365609805,11.02410240638235,-0.5319309592274571,-0.5269715786122049,0.11968840540641368
Glas,100,10.0,50000,100,16.985645451046267,10.711200590206413,-6.2744448608398535,-6.291402673961486,0.22665832267899316
Glas,100,10.0,60000,100,20.874954235147435,17.572783376959855,-3.3021708581875773,-3.2968910070944624,0.18468108520122134
Glas,125,-10.0,40000,100,17.542155421058272,17.995719622785952,0.453564201727681,0.4515451947279274,0.038341802058489034
Glas,125,-10.0,50000,100,30.534816402194213,25.794264128827336,-4.74055227336688,-4.784057692509343,0.18908978682821972
Glas,125,-10.0,60000,100,22.94021400993017,14.605328908143736,-8.334885101786433,-8.316540029654805,0.2738647602560391
Glas,125,-5.0,40000,100,14.50356008849089,14.048312881473326,-0.4552472070175634,-0.45140453402555014,0.08131298770669439
Glas,125,-5.0,50000,100,27.78597290496559,24.52642104463751,-3.259551860328078,-3.2563074196710335,0.1423571549460799
Glas,125,-5.0,60000,100,20.74770715441667,12.751604905533828,-7.996102248882844,-7.963377425504343,0.3086129118956067
Glas,125,0.0,40000,100,14.432721402597416,13.761956055677588,-0.6707653469198253,-0.6753568750422163,0.08969794048344591
Glas,125,0.0,50000,100,28.074086592509644,26.342713948955932,-1.7313726435537102,-1.7004765963817015,0.18123354842081252
Glas,125,0.0,60000,100,21.2322038969895,13.36307913384906,-7.869124763140439,-7.813958175288946,0.42943970195598563
Glas,125,5.0,40000,100,11.9906506636706,12.301381900408282,0.3107312367376821,0.3143137444554016,0.0680862560530093
Glas,125,5.0,50000,100,25.478618165165813,21.62155231306092,-3.857065852104895,-3.854028694987866,0.27002069525664935
Glas,125,5.0,60000,100,18.45585841385365,11.72458531170285,-6.7312731021508,-6.66802578056963,0.49138767504312963
Glas,125,10.0,40000,100,11.397702746970634,10.274922119943932,-1.1227806270266998,-1.135077538393091,0.1177396528529672
Glas,125,10.0,50000,100,26.414902143826712,23.840669230881677,-2.574232912945036,-2.5711287015924764,0.16528519489318888
Glas,125,10.0,60000,100,21.583532365022208,18.75679649029229,-2.8267358747299145,-2.8230327884741655,0.10027184177841597
